Sort,Box id,Box name,Jobs inside,Job id,Name,Type,Box_name,Command,Machine,Owner,Permission,Date_condition,Days_of_week,Start_times,Condition,Description,Std_out_file,Std_err_file,Alarm_if_fail
1084,1283,SLRBO_CANADA_EMAIL,"",1284,SLRBO_CANADA_EMAIL_TRIGGER,c,SLRBO_CANADA_EMAIL,\\ptcapp11\warehouse\BO\bo_daily_trigger_canada.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SLDSALES_MART),SLRBO_CANADA_EMAIL_TRIGGER,"","",1
1085,1286,DBD_ORACLE_DAILY_CHECK,3,1286,DBD_ORACLE_DAILY_CHECK,b,"","",iwpdbs,bkpbtch@BKGLOBAL,"gx,wx,mx",1,all,09:00,"",DBD_ORACLE_DAILY_CHECK,"","",0
1086,1286,DBD_ORACLE_DAILY_CHECK,"",1287,DBD_INP_DAILY_CHECK,c,DBD_ORACLE_DAILY_CHECK,/opt/oracle/admin/utl/chk_ora.ksh inp new e-mail dl_bk_oracle_dba@whopper.com,iwpdbs,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",DBD_INP_DAILY_CHECK,"","",1
1087,1286,DBD_ORACLE_DAILY_CHECK,"",1288,DBD_DWP_DAILY_CHECK,c,DBD_ORACLE_DAILY_CHECK,/opt/oracle/admin/utl/chk_ora.ksh dwp new e-mail dl_bk_oracle_dba@whopper.com,iwpdbs,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DBD_INP_DAILY_CHECK),DBD_DWP_DAILY_CHECK,"","",1
1088,1286,DBD_ORACLE_DAILY_CHECK,"",1289,DBD_HRP_DAILY_CHECK,c,DBD_ORACLE_DAILY_CHECK,/opt/oracle/admin/utl/chk_ora.ksh hrp new e-mail dl_bk_oracle_dba@whopper.com,iwpdbs,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DBD_DWP_DAILY_CHECK),DBD_HRP_DAILY_CHECK,"","",1
1089,1290,DWRPLAN_SALES,2,1290,DWRPLAN_SALES,b,"","",prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",DWRPLAN_SALES,"","",0
1090,1290,DWRPLAN_SALES,"",1291,DWR_FIXPLAN,c,DWRPLAN_SALES,/informatica/dw/infa/infa_shared/scripts/OFA_restplan_fix.pl,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",DWR_FIXPLAN,"","",1
1091,1290,DWRPLAN_SALES,"",1292,DWR_LOAD_PLAN,c,DWRPLAN_SALES,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_plan_sales_drv 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWR_FIXPLAN),DWR_LOAD_PLAN,"","",1
1092,1293,DWDMI_EXTRACT,2,1293,DWDMI_EXTRACT,b,"","",prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"mo,tu,we,th,fr",09:00,"",DWDMI_EXTRACT,"","",0
1093,1293,DWDMI_EXTRACT,"",1294,DWD_EXTRACT_MI_DATA,c,DWDMI_EXTRACT,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_daily_mi_sales_extract 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",DWD_EXTRACT_MI_DATA - Extracta menu item data from daily_menu_item_sales_bas,"","",1
1094,1293,DWDMI_EXTRACT,"",1295,DWD_FTP_MI_DATA,c,DWDMI_EXTRACT,/informatica/dw/infa/infa_shared/scripts/proj_wh_sales1/dailymiftp.sh bkpbtch,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_EXTRACT_MI_DATA),DWD_FTP_MI_DATA - Sends daily extract file to ptcftp02,"","",1
1095,1296,HRM_HRAWARDS,2,1296,HRM_HRAWARDS,b,"","","ptcapp11, ptcftp02",bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",09:30,"",HRM_MONTHLY_PROCESSING,"","",0
1096,1296,HRM_HRAWARDS,"",1297,HRM_HRAWARDS_REFRESH,c,HRM_HRAWARDS,\\ptcapp11\warehouse\bo\hrawards.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",HRM_HRAWARDS_REFRESH,"","",1
1097,1296,HRM_HRAWARDS,"",1298,HRM_HRAWARDS_RENAME,c,HRM_HRAWARDS,\\ptcftp02\ftp_transfer\hrawards\hrawards_rename.bat ftpbk1813 Whopper!1813,ptcftp02,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(HRM_HRAWARDS_REFRESH),HRM_HRAWARDS_RENAME,"","",1
1098,1301,DWDHRAIM_DAILY,24,1301,DWDHRAIM_DAILY,b,"","","prdetl00, ptcapp11",bkpbtch@BKGLOBAL,"gx,wx,mx",1,all,03:00,"",DWDHRAIM_DAILY,"","",0
1099,1301,DWDHRAIM_DAILY,"",1302,DWDINDSTATUSD,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_indstatus_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_INDFTED),DWDINDSTATUSD,"","",1
1100,1301,DWDHRAIM_DAILY,"",1303,DWD_ADDRESSD,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_address_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_SALARYD),DWD_ADDRESSD,"","",1
1101,1301,DWDHRAIM_DAILY,"",1304,DWD_BACKFEED,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_sap_backfeed 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_PPD_AUTH),DWD_ADDRESSD,"","",1
1102,1301,DWDHRAIM_DAILY,"",1305,DWD_CONS_EFFDT,c,DWDHRAIM_DAILY,\\ptcapp11\warehouse\AIM\AIMConsEffDt.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_EXPWRKINTD),DWD_CONS_EFFDT,"","",1
1103,1301,DWDHRAIM_DAILY,"",1306,DWD_DELTA_CLOSING,c,DWDHRAIM_DAILY,\\ptcapp11\warehouse\AIM\AIMDeltaClosing.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_CONS_EFFDT),DWD_DELTA_CLOSING,"","",1
1104,1301,DWDHRAIM_DAILY,"",1307,DWD_DELTA_INIT,c,DWDHRAIM_DAILY,\\ptcapp11\warehouse\AIM\AIMDeltaInit.bat bkpbtch sap4ever,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(HRDU_LINE_OF_SIGHT),DWD_DELTA_INIT,"","",1
1105,1301,DWDHRAIM_DAILY,"",1308,DWD_ESB_USERS,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_esb_users 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_INDIVID_D),DWD_ESB_USERS,"","",1
1106,1301,DWDHRAIM_DAILY,"",1309,DWD_ESB_USRGRP,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_esb_user_group 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_ESB_USERS),DWD_ESB_USRGRP,"","",1
1107,1301,DWDHRAIM_DAILY,"",1310,DWD_EXPWRKINTD,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_expwrkint_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_INDTARGETD),DWD_EXPWRKINTD,"","",1
1108,1301,DWDHRAIM_DAILY,"",1311,DWD_INDFTED,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_indfte_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_JOBD),DWD_INDFTED,"","",1
1109,1301,DWDHRAIM_DAILY,"",1312,DWD_INDIVID_D,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_individ_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_POSTABLE_D),DWD_INDIVID_D,"","",1
1110,1301,DWDHRAIM_DAILY,"",1313,DWD_INDJOBD,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_indjob_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWDINDSTATUSD),DWD_INDJOBD,"","",1
1111,1301,DWDHRAIM_DAILY,"",1314,DWD_INDORGUNITD,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_indorgunit_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_INDJOBD),DWD_INDORGUNITD,"","",1
1112,1301,DWDHRAIM_DAILY,"",1315,DWD_INDTARGETD,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_indtarget_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_ADDRESSD),DWD_INDTARGETD,"","",1
1113,1301,DWDHRAIM_DAILY,"",1316,DWD_JOBD,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_job_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_ORGUNIT),DWD_JOBD,"","",1
1114,1301,DWDHRAIM_DAILY,"",1317,DWD_JOB_CODE_EXTR,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_sap_job_code_extract 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_DELTA_INIT),DWD_JOB_CODE_EXTR,"","",1
1115,1301,DWDHRAIM_DAILY,"",1318,DWD_ORGUNIT,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_orgunit_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_SLRYGRADES),DWD_ORGUNIT,"","",1
1116,1301,DWDHRAIM_DAILY,"",1319,DWD_ORG_CODE_EXTR,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_sap_org_code_extract 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_JOB_CODE_EXTR),DWD_ORG_CODE_EXTR,"","",1
1117,1301,DWDHRAIM_DAILY,"",1320,DWD_PAY_GRADE_EXTR,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_sap_pay_grade_extract 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_ORG_CODE_EXTR),DWD_PAY_GRADE_EXTR,"","",1
1118,1301,DWDHRAIM_DAILY,"",1321,DWD_POSTABLE_D,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_positiontable_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_BACKFEED),DWD_POSTABLE_D,"","",1
1119,1301,DWDHRAIM_DAILY,"",1322,DWD_PPD_AUTH,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_sap_ppd_authoria 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_WAGE_TYPE_EXTR),DWD_PPD_AUTH,"","",1
1120,1301,DWDHRAIM_DAILY,"",1323,DWD_SALARYD,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_salary_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_INDORGUNITD),DWD_SALARYD,"","",1
1121,1301,DWDHRAIM_DAILY,"",1324,DWD_SLRYGRADES,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_salarygrades_d 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_ESB_USRGRP),DWD_SLRYGRADES,"","",1
1122,1301,DWDHRAIM_DAILY,"",1325,DWD_WAGE_TYPE_EXTR,c,DWDHRAIM_DAILY,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_authoria_sap_wage_type_extract 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(DWD_PAY_GRADE_EXTR),DWD_WAGE_TYPE_EXTR,"","",1
1123,1327,BNDBAICA,2,1327,BNDBAICA,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"mo,tu,we,th,fr",08:00,"",BNDBAICA,"","",0
1124,1327,BNDBAICA,"",1328,BNDBAITD,c,BNDBAICA,auto_r3v45 -C BKAUTOSYS audit 3 job BNDBAITD,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",BNDBAITD,"","",1
1125,1327,BNDBAICA,"",1329,BNDBAITD65,c,BNDBAICA,auto_r3v45 -C BKAUTOSYS audit 3 job BNDBAITD65,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",BNDBAITD65,"","",1
1126,1332,ASME_DE_STD_HIER,8,1332,ASME_DE_STD_HIER,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",17:14,"",ASME_DE_STD_HIER,"","",0
1127,1332,ASME_DE_STD_HIER,"",1333,ASME_DE_BKU6,c,ASME_DE_STD_HIER,\\ptcapp11\arbin\sap\ZFSDEBKU6.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASMFTPMZ01),ASME_DE_BKU6,"","",1
1128,1332,ASME_DE_STD_HIER,"",1334,ASM_FTP_DE_BKU6,c,ASME_DE_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSDEBKU6.DAT \\ptcapp11\arotsap\ZFSDEBKU6.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_DE_BKU6),ASM_FTP_DE_BKU6,"","",1
1129,1332,ASME_DE_STD_HIER,"",1335,ASME_DE_MAA,c,ASME_DE_STD_HIER,\\ptcapp11\arbin\sap\ZFSDEMAA.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_DE_BKU6),ASME_DE_MAA,"","",1
1130,1332,ASME_DE_STD_HIER,"",1336,ASM_FTP_DE_MAA,c,ASME_DE_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSDEMAA.DAT \\ptcapp11\arotsap\ZFSDEMAA.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_DE_MAA),ASM_FTP_DE_MAA,"","",1
1131,1332,ASME_DE_STD_HIER,"",1337,ASME_DE_BKC,c,ASME_DE_STD_HIER,\\ptcapp11\arbin\sap\ZFSDEBKC.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_DE_MAA),ASME_DE_BKC,"","",1
1132,1332,ASME_DE_STD_HIER,"",1338,ASM_FTP_DE_BKC,c,ASME_DE_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSDEBKC.DAT \\ptcapp11\arotsap\ZFSDEBKC.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_DE_BKC),ASM_FTP_DE_BKC,"","",1
1133,1332,ASME_DE_STD_HIER,"",1339,ASME_DE_BKU3,c,ASME_DE_STD_HIER,\\ptcapp11\arbin\sap\ZFSDEBKU3.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_DE_BKC),ASME_DE_BKU3,"","",1
1134,1332,ASME_DE_STD_HIER,"",1340,ASM_FTP_DE_BKU3,c,ASME_DE_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSDEBKU3.DAT \\ptcapp11\arotsap\ZFSDEBKU3.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_DE_BKU3),ASM_FTP_DE_BKU3,"","",1
1135,1341,ASME_DE_ALT_HIER,8,1341,ASME_DE_ALT_HIER,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",17:15,"",ASME_DE_ALT_HIER,"","",0
1136,1341,ASME_DE_ALT_HIER,"",1342,ASME_DE_RETL,c,ASME_DE_ALT_HIER,\\ptcapp11\arbin\sap\ZFSDERETL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_DE_BKU3),ASME_DE_RETL,"","",1
1137,1341,ASME_DE_ALT_HIER,"",1343,ASM_FTP_DE_RETL,c,ASME_DE_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSDERETL.DAT \\ptcapp11\arotsap\ZFSDERETL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_DE_RETL),ASM_FTP_DE_RETL,"","",1
1138,1341,ASME_DE_ALT_HIER,"",1344,ASME_DE_FSSD,c,ASME_DE_ALT_HIER,\\ptcapp11\arbin\sap\ZFSDEFSSD.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_DE_RETL),ASME_DE_FSSD,"","",1
1139,1341,ASME_DE_ALT_HIER,"",1345,ASM_FTP_DE_FSSD,c,ASME_DE_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSDEFSSD.DAT \\ptcapp11\arotsap\ZFSDEFSSD.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_DE_FSSD),ASM_FTP_DE_FSSD,"","",1
1140,1341,ASME_DE_ALT_HIER,"",1346,ASME_DE_REST,c,ASME_DE_ALT_HIER,\\ptcapp11\arbin\sap\ZFSDEREST.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_DE_FSSD) & s(ASM_FTP_DE_RETL),ASME_DE_REST,"","",1
1141,1341,ASME_DE_ALT_HIER,"",1347,ASM_FTP_DE_REST,c,ASME_DE_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSDEREST.DAT \\ptcapp11\arotsap\ZFSDEREST.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_DE_REST),ASM_FTP_DE_REST,"","",1
1142,1341,ASME_DE_ALT_HIER,"",1348,ASME_DE_CEO,c,ASME_DE_ALT_HIER,\\ptcapp11\arbin\sap\ZFSDECEO.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_DE_REST),ASME_DE_CEO,"","",1
1143,1341,ASME_DE_ALT_HIER,"",1349,ASM_FTP_DE_CEO,c,ASME_DE_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSDECEO.DAT \\ptcapp11\arotsap\ZFSDECEO.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_DE_CEO),ASM_FTP_DE_CEO,"","",1
1144,1350,ASME_UK_STD_HIER,8,1350,ASME_UK_STD_HIER,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",17:16,"",ASME_UK_STD_HIER,"","",0
1145,1350,ASME_UK_STD_HIER,"",1351,ASME_UK_BKU6,c,ASME_UK_STD_HIER,\\ptcapp11\arbin\sap\ZFSUKBKU6.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_DE_CEO),ASME_UK_BKU6,"","",1
1146,1350,ASME_UK_STD_HIER,"",1352,ASM_FTP_UK_BKU6,c,ASME_UK_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUKBKU6.DAT \\ptcapp11\arotsap\ZFSUKBKU6.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_UK_BKU6),ASM_FTP_UK_BKU6,"","",1
1147,1350,ASME_UK_STD_HIER,"",1353,ASME_UK_MAA,c,ASME_UK_STD_HIER,\\ptcapp11\arbin\sap\ZFSUKMAA.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UK_BKU6),ASME_UK_MAA,"","",1
1148,1350,ASME_UK_STD_HIER,"",1354,ASM_FTP_UK_MAA,c,ASME_UK_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUKMAA.DAT \\ptcapp11\arotsap\ZFSUKMAA.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_UK_MAA),ASM_FTP_UK_MAA,"","",1
1149,1350,ASME_UK_STD_HIER,"",1355,ASME_UK_BKC,c,ASME_UK_STD_HIER,\\ptcapp11\arbin\sap\ZFSUKBKC.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UK_MAA),ASME_UK_BKC,"","",1
1150,1350,ASME_UK_STD_HIER,"",1356,ASM_FTP_UK_BKC,c,ASME_UK_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUKBKC.DAT \\ptcapp11\arotsap\ZFSUKBKC.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_UK_BKC),ASM_FTP_UK_BKC,"","",1
1151,1350,ASME_UK_STD_HIER,"",1357,ASME_UK_BKU3,c,ASME_UK_STD_HIER,\\ptcapp11\arbin\sap\ZFSUKBKU3.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UK_BKC),ASME_UK_BKU3,"","",1
1152,1350,ASME_UK_STD_HIER,"",1358,ASM_FTP_UK_BKU3,c,ASME_UK_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUKBKU3.DAT \\ptcapp11\arotsap\ZFSUKBKU3.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_UK_BKU3),ASM_FTP_UK_BKU3,"","",1
1153,1359,ASME_UK_ALT_HIER,8,1359,ASME_UK_ALT_HIER,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",17:17,"",ASME_UK_ALT_HIER,"","",0
1154,1359,ASME_UK_ALT_HIER,"",1360,ASME_UK_RETL,c,ASME_UK_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUKRETL.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UK_BKU3),ASME_UK_RETL,"","",1
1155,1359,ASME_UK_ALT_HIER,"",1361,ASM_FTP_UK_RETL,c,ASME_UK_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUKRETL.DAT \\ptcapp11\arotsap\ZFSUKRETL.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_UK_RETL),ASM_FTP_UK_RETL,"","",1
1156,1359,ASME_UK_ALT_HIER,"",1362,ASME_UK_FSSD,c,ASME_UK_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUKFSSD.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UK_RETL),ASME_UK_FSSD,"","",1
1157,1359,ASME_UK_ALT_HIER,"",1363,ASM_FTP_UK_FSSD,c,ASME_UK_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUKFSSD.DAT \\ptcapp11\arotsap\ZFSUKFSSD.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_UK_FSSD),ASM_FTP_UK_FSSD,"","",1
1158,1359,ASME_UK_ALT_HIER,"",1364,ASME_UK_REST,c,ASME_UK_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUKREST.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UK_FSSD) & s(ASM_FTP_UK_RETL),ASME_UK_REST,"","",1
1159,1359,ASME_UK_ALT_HIER,"",1365,ASM_FTP_UK_REST,c,ASME_UK_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUKREST.DAT \\ptcapp11\arotsap\ZFSUKREST.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_UK_REST),ASM_FTP_UK_REST,"","",1
1160,1359,ASME_UK_ALT_HIER,"",1366,ASME_UK_CEO,c,ASME_UK_ALT_HIER,\\ptcapp11\arbin\sap\ZFSUKCEO.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UK_REST),ASME_UK_CEO,"","",1
1161,1359,ASME_UK_ALT_HIER,"",1367,ASM_FTP_UK_CEO,c,ASME_UK_ALT_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSUKCEO.DAT \\ptcapp11\arotsap\ZFSUKCEO.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_UK_CEO),ASM_FTP_UK_CEO,"","",1
1162,1368,ASME_ES_STD_HIER,8,1368,ASME_ES_STD_HIER,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",17:18,"",ASME_ES_STD_HIER,"","",0
1163,1368,ASME_ES_STD_HIER,"",1369,ASME_ES_BKU6,c,ASME_ES_STD_HIER,\\ptcapp11\arbin\sap\ZFSESBKU6.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UK_CEO),ASME_ES_BKU6,"","",1
